1.753024291992187500e+02,3.506930526315789720e+00
1.671229248046875000e+02,2.209414736842105764e+00
1.428425292968750000e+02,1.831073684210526187e+00
1.635652008056640625e+02,2.085726315789473873e+00
1.840038452148437500e+02,7.076917894736840076e+00
1.742383880615234375e+02,2.471343157894736908e+00
1.888463134765625000e+02,9.055932631578945902e+00
1.829115600585937500e+02,6.378442105263157025e+00
1.898725738525390625e+02,1.694773894736841058e+01
1.742383880615234375e+02,2.471343157894736908e+00
1.852507934570312500e+02,7.081768421052629492e+00
1.888463134765625000e+02,9.055932631578945902e+00
1.526448974609375000e+02,2.034795789473684557e+00
1.808448791503906250e+02,5.946745263157894534e+00
1.671229248046875000e+02,2.209414736842105764e+00
1.840038452148437500e+02,7.076917894736840076e+00
1.898725738525390625e+02,1.694773894736841058e+01
1.829115600585937500e+02,6.378442105263157025e+00
1.476117858886718750e+02,1.954762105263158078e+00
1.898725738525390625e+02,1.694773894736841058e+01
1.526448974609375000e+02,2.034795789473684557e+00
1.888463134765625000e+02,9.055932631578945902e+00
1.799249725341796875e+02,5.105664000000000868e+00
1.742383880615234375e+02,2.471343157894736908e+00
1.877822265625000000e+02,7.620176842105260029e+00
1.799249725341796875e+02,5.105664000000000868e+00
1.829115600585937500e+02,6.378442105263157025e+00
1.840038452148437500e+02,7.076917894736840076e+00
1.793813018798828125e+02,4.170482526315788974e+00
1.888463134765625000e+02,9.055932631578945902e+00
1.476117858886718750e+02,1.954762105263158078e+00
1.742383880615234375e+02,2.471343157894736908e+00
1.706806640625000000e+02,2.337953684210526628e+00
1.852507934570312500e+02,7.081768421052629492e+00
1.852507934570312500e+02,7.081768421052629492e+00
1.808448791503906250e+02,5.946745263157894534e+00
1.706806640625000000e+02,2.337953684210526628e+00
1.526448974609375000e+02,2.034795789473684557e+00
1.829115600585937500e+02,6.378442105263157025e+00
1.476117858886718750e+02,1.954762105263158078e+00
1.742383880615234375e+02,2.471343157894736908e+00
1.476117858886718750e+02,1.954762105263158078e+00
1.476117858886718750e+02,1.954762105263158078e+00
1.742383880615234375e+02,2.471343157894736908e+00
1.428425292968750000e+02,1.831073684210526187e+00
1.742383880615234375e+02,2.471343157894736908e+00
1.476117858886718750e+02,1.954762105263158078e+00
