-5.900000000000000000e+01,-4.160000000000000000e+02
-2.630000000000000000e+02,-1.120000000000000000e+02
-6.650000000000000000e+02,-1.120000000000000000e+02
-3.350000000000000000e+02,-1.120000000000000000e+02
-1.910000000000000000e+02,-1.664000000000000000e+03
-1.890000000000000000e+02,-1.120000000000000000e+02
-9.000000000000000000e+00,-1.512000000000000000e+03
-8.200000000000000000e+01,-1.664000000000000000e+03
-1.800000000000000000e+01,-2.896000000000000000e+03
-1.890000000000000000e+02,-1.120000000000000000e+02
-2.800000000000000000e+01,-1.056000000000000000e+03
-9.000000000000000000e+00,-1.512000000000000000e+03
-5.590000000000000000e+02,-1.120000000000000000e+02
-2.000000000000000000e+00,-1.968000000000000000e+03
-2.630000000000000000e+02,-1.120000000000000000e+02
-1.590000000000000000e+02,-1.664000000000000000e+03
-1.380000000000000000e+02,-2.896000000000000000e+03
-8.200000000000000000e+01,-1.664000000000000000e+03
-6.170000000000000000e+02,-1.120000000000000000e+02
-6.600000000000000000e+01,-2.896000000000000000e+03
-5.910000000000000000e+02,-1.120000000000000000e+02
-9.000000000000000000e+00,-1.512000000000000000e+03
-3.600000000000000000e+01,-2.560000000000000000e+02
-1.570000000000000000e+02,-1.120000000000000000e+02
-3.000000000000000000e+00,-1.360000000000000000e+03
-4.000000000000000000e+00,-2.560000000000000000e+02
-5.000000000000000000e+01,-1.664000000000000000e+03
-1.590000000000000000e+02,-1.664000000000000000e+03
-1.400000000000000000e+01,-7.040000000000000000e+02
-1.700000000000000000e+01,-1.512000000000000000e+03
-7.370000000000000000e+02,-1.120000000000000000e+02
-1.890000000000000000e+02,-1.120000000000000000e+02
-2.850000000000000000e+02,-1.120000000000000000e+02
-6.800000000000000000e+01,-1.056000000000000000e+03
-6.800000000000000000e+01,-1.056000000000000000e+03
-2.000000000000000000e+00,-1.968000000000000000e+03
-2.850000000000000000e+02,-1.120000000000000000e+02
-5.190000000000000000e+02,-1.120000000000000000e+02
-5.000000000000000000e+01,-1.664000000000000000e+03
-6.810000000000000000e+02,-1.120000000000000000e+02
-1.890000000000000000e+02,-1.120000000000000000e+02
-6.170000000000000000e+02,-1.120000000000000000e+02
-7.050000000000000000e+02,-1.120000000000000000e+02
-1.890000000000000000e+02,-1.120000000000000000e+02
-6.650000000000000000e+02,-1.120000000000000000e+02
-1.730000000000000000e+02,-1.120000000000000000e+02
-6.810000000000000000e+02,-1.120000000000000000e+02
